EUR1M Curncy - Date,EUR1M Curncy - Last Price,JPY1M Curncy - Date,JPY1M Curncy - Last Price,GBP1M Curncy - Date,GBP1M Curncy - Last Price,CAD1M Curncy -  Date,CAD1M Curncy - Last Price
2015-09-01,5.36,2015-09-01,-6.73,2015-09-01,-2.55,2015-09-01,1.21
2015-08-31,4.89,2015-08-31,-6.26,2015-08-31,-2.6,2015-08-31,1.03
2015-08-28,4.9,2015-08-28,-6.69,2015-08-28,-2.46,2015-08-28,0.95
2015-08-27,4.85,2015-08-27,-3.34,2015-08-27,-2.69,2015-08-27,0.85
2015-08-26,5.04,2015-08-26,-3.52,2015-08-26,-2.97,2015-08-26,1.33
2015-08-25,5.29,2015-08-25,-3.77,2015-08-25,-2.75,2015-08-25,1.48
2015-08-24,5.39,2015-08-24,-4.14,2015-08-24,-3.2,2015-08-24,1.61
2015-08-21,4.8,2015-08-21,-3.35,2015-08-21,-3.14,2015-08-21,1.83
2015-08-20,4.65,2015-08-20,-3.34,2015-08-20,-3.26,2015-08-20,1.9
2015-08-19,4.61,2015-08-19,-3.89,2015-08-19,-3.28,2015-08-19,2.3
2015-08-18,4.7,2015-08-18,-4.2,2015-08-18,-3.3,2015-08-18,2.45
2015-08-17,4.85,2015-08-17,-4.35,2015-08-17,-3.43,2015-08-17,2.6
2015-08-14,4.47,2015-08-14,-3.74,2015-08-14,-3.31,2015-08-14,2.64
2015-08-13,4.44,2015-08-13,-3.6,2015-08-13,-3.31,2015-08-13,2.85
2015-08-12,4.42,2015-08-12,-3.53,2015-08-12,-3.4,2015-08-12,2.88
2015-08-11,4.35,2015-08-11,-3.73,2015-08-11,-3.72,2015-08-11,2.38
2015-08-10,4.43,2015-08-10,-4.16,2015-08-10,-3.78,2015-08-10,1.97
2015-08-07,4.22,2015-08-07,-3.69,2015-08-07,-3.51,2015-08-07,1.95
2015-08-06,4.16,2015-08-06,-3.26,2015-08-06,-3.57,2015-08-06,2.32
2015-08-05,4.42,2015-08-05,-3.45,2015-08-05,-3.64,2015-08-05,2.3
2015-08-04,4.55,2015-08-04,-3.81,2015-08-04,-3.75,2015-08-04,2.7
2015-08-03,4.65,2015-08-03,-3.97,2015-08-03,-3.8,2015-08-03,2.8
2015-07-31,4.24,2015-07-31,-3.54,2015-07-31,-3.48,2015-07-31,2.7
2015-07-30,4.3,2015-07-30,-3.67,2015-07-30,-3.49,2015-07-30,2.88
2015-07-29,4.29,2015-07-29,-3.55,2015-07-29,-3.07,2015-07-29,3.09
2015-07-28,4.35,2015-07-28,-4.11,2015-07-28,-3.15,2015-07-28,3
2015-07-27,4.55,2015-07-27,-4.28,2015-07-27,-3.35,2015-07-27,2.61
2015-07-24,4.32,2015-07-24,-3.8,2015-07-24,-3.5,2015-07-24,2.78
2015-07-23,4.4,2015-07-23,-3.35,2015-07-23,-3.56,2015-07-23,2.97
2015-07-22,4.38,2015-07-22,-3.41,2015-07-22,-3.5,2015-07-22,3
2015-07-21,4.6,2015-07-21,-3.59,2015-07-21,-3.45,2015-07-21,3.1
2015-07-20,4.74,2015-07-20,-4,2015-07-20,-3.75,2015-07-20,3.44
2015-07-17,4.43,2015-07-17,-4.12,2015-07-17,-3.56,2015-07-17,3.81
2015-07-16,4.44,2015-07-16,-4,2015-07-16,-3.7,2015-07-16,4.01
2015-07-15,4.43,2015-07-15,-4.11,2015-07-15,-3.65,2015-07-15,4.26
2015-07-14,4.46,2015-07-14,-4.45,2015-07-14,-3.7,2015-07-14,5.48
2015-07-13,4.57,2015-07-13,-4.88,2015-07-13,-3.87,2015-07-13,5.19
2015-07-10,4.35,2015-07-10,-4.39,2015-07-10,-3.43,2015-07-10,5.1
2015-07-09,4.58,2015-07-09,-4.45,2015-07-09,-3.45,2015-07-09,4.81
2015-07-08,4.7,2015-07-08,-4.55,2015-07-08,-3.25,2015-07-08,4.95
2015-07-07,4.91,2015-07-07,-4.83,2015-07-07,-3.28,2015-07-07,5.26
2015-07-06,5,2015-07-06,-5.66,2015-07-06,-3.27,2015-07-06,5.4
2015-07-03,4.61,2015-07-03,-4.67,2015-07-03,-3.1,2015-07-03,5.25
2015-07-02,4.4,2015-07-02,-4.51,2015-07-02,-3.2,2015-07-02,5.38
2015-07-01,4.39,2015-07-01,-4.88,2015-07-01,-3.22,2015-07-01,5.3
2015-06-30,4.51,2015-06-30,-4.61,2015-06-30,-3.35,2015-06-30,5.26
2015-06-29,5.04,2015-06-29,-4.87,2015-06-29,-3.45,2015-06-29,5.2
2015-06-26,4.56,2015-06-26,-6.05,2015-06-26,-3.2,2015-06-26,5.38
2015-06-25,4.25,2015-06-25,-5.83,2015-06-25,-3.14,2015-06-25,5.51
2015-06-24,4.43,2015-06-24,-5.58,2015-06-24,-3.19,2015-06-24,5.7
2015-06-23,4.5,2015-06-23,-6.28,2015-06-23,-3.4,2015-06-23,5.48
2015-06-22,4.28,2015-06-22,-6.25,2015-06-22,-3.31,2015-06-22,5.64
2015-06-19,4.3,2015-06-19,-6.28,2015-06-19,-3.22,2015-06-19,5.65
2015-06-18,4.29,2015-06-18,-5.65,2015-06-18,-3.25,2015-06-18,5.65
2015-06-17,4.39,2015-06-17,-5.75,2015-06-17,-3.34,2015-06-17,5.85
2015-06-16,4.53,2015-06-16,-6.43,2015-06-16,-3.47,2015-06-16,5.8
2015-06-15,4.32,2015-06-15,-6.13,2015-06-15,-3.36,2015-06-15,6.1
2015-06-12,4.5,2015-06-12,-6.09,2015-06-12,-3.36,2015-06-12,6.05
2015-06-11,4.52,2015-06-11,-5.53,2015-06-11,-3.44,2015-06-11,6.42
2015-06-10,4.35,2015-06-10,-5.35,2015-06-10,-3.5,2015-06-10,6.63
2015-06-09,4.5,2015-06-09,-5.83,2015-06-09,-3.45,2015-06-09,6.15
2015-06-08,4.2,2015-06-08,-6.25,2015-06-08,-3.32,2015-06-08,5.9
2015-06-05,4.15,2015-06-05,-6.17,2015-06-05,-3.3,2015-06-05,5.85
2015-06-04,4.16,2015-06-04,-5.85,2015-06-04,-3.2,2015-06-04,6.36
2015-06-03,4.27,2015-06-03,-6.2,2015-06-03,-3.35,2015-06-03,6.98
2015-06-02,4.38,2015-06-02,-5.87,2015-06-02,-3.59,2015-06-02,6.4
2015-06-01,4.13,2015-06-01,-5.23,2015-06-01,-3.41,2015-06-01,6.1
2015-05-29,4.24,2015-05-29,-5.27,2015-05-29,-3.28,2015-05-29,6.15
2015-05-28,4.22,2015-05-28,-5.35,2015-05-28,-3.2,2015-05-28,6.56
2015-05-27,4.75,2015-05-27,-3.21,2015-05-27,-3.49,2015-05-27,6.55
2015-05-26,4.79,2015-05-26,-3.39,2015-05-26,-3.55,2015-05-26,6.25
2015-05-25,4.8,2015-05-25,-3.05,2015-05-25,-3.7,2015-05-25,6.09
2015-05-22,4.55,2015-05-22,-3.04,2015-05-22,-3.82,2015-05-22,6.13
2015-05-21,4.37,2015-05-21,-2.98,2015-05-21,-3.68,2015-05-21,6.64
2015-05-20,4.41,2015-05-20,-3.24,2015-05-20,-3.67,2015-05-20,6.35
2015-05-19,4.58,2015-05-19,-3.58,2015-05-19,-3.78,2015-05-19,6.15
2015-05-18,4.75,2015-05-18,-3.7,2015-05-18,-3.89,2015-05-18,5.59
2015-05-15,4.43,2015-05-15,-3.4,2015-05-15,-3.69,2015-05-15,5.41
2015-05-14,4.34,2015-05-14,-3.43,2015-05-14,-3.7,2015-05-14,5.3
2015-05-13,4.27,2015-05-13,-3.33,2015-05-13,-3.62,2015-05-13,5.45
2015-05-12,4.47,2015-05-12,-3.53,2015-05-12,-3.65,2015-05-12,5.72
2015-05-11,4.71,2015-05-11,-3.68,2015-05-11,-3.89,2015-05-11,5.26
2015-05-08,4.45,2015-05-08,-3.3,2015-05-08,-3.87,2015-05-08,5.26
2015-05-07,4.5,2015-05-07,-3.28,2015-05-07,-3.79,2015-05-07,5.25
2015-05-06,4.41,2015-05-06,-3.4,2015-05-06,-3.65,2015-05-06,5.31
2015-05-05,4.46,2015-05-05,-3.39,2015-05-05,-3.47,2015-05-05,5.61
2015-05-04,4.56,2015-05-04,-3.63,2015-05-04,-3.45,2015-05-04,5.4
2015-05-01,4.22,2015-05-01,-3.61,2015-05-01,-3.49,2015-05-01,5.2
2015-04-30,4.3,2015-04-30,-3.38,2015-04-30,-3.36,2015-04-30,5.1
2015-04-29,4.2,2015-04-29,-3.15,2015-04-29,-3.3,2015-04-29,4.81
2015-04-28,4.05,2015-04-28,-3.36,2015-04-28,-3.18,2015-04-28,4.99
2015-04-27,3.98,2015-04-27,-3.2,2015-04-27,-3.15,2015-04-27,5.02
2015-04-24,4.16,2015-04-24,-3.27,2015-04-24,-3.06,2015-04-24,5.16
2015-04-23,3.96,2015-04-23,-3.08,2015-04-23,-3.14,2015-04-23,5.44
2015-04-22,4.25,2015-04-22,-3.43,2015-04-22,-3.2,2015-04-22,5.65
2015-04-21,4.32,2015-04-21,-3.58,2015-04-21,-3.35,2015-04-21,5.2
2015-04-20,4.14,2015-04-20,-3.51,2015-04-20,-3.2,2015-04-20,5.45
2015-04-17,4.31,2015-04-17,-3.67,2015-04-17,-3.19,2015-04-17,5.2
2015-04-16,4.22,2015-04-16,-3.76,2015-04-16,-3.25,2015-04-16,5.2
2015-04-15,4.3,2015-04-15,-3.91,2015-04-15,-3.35,2015-04-15,5.55
2015-04-14,4.35,2015-04-14,-4.05,2015-04-14,-3.4,2015-04-14,4.9
2015-04-13,4,2015-04-13,-3.65,2015-04-13,-3.21,2015-04-13,5.1
2015-04-10,3.9,2015-04-10,-3.82,2015-04-10,-3.05,2015-04-10,5.3
2015-04-09,3.86,2015-04-09,-3.78,2015-04-09,-3.07,2015-04-09,4.98
2015-04-08,4,2015-04-08,-4.08,2015-04-08,-2.95,2015-04-08,5.03
2015-04-07,4.1,2015-04-07,-4.52,2015-04-07,-3.13,2015-04-07,5.01
2015-04-06,4.11,2015-04-06,-4.22,2015-04-06,-2.88,2015-04-06,5.11
2015-04-03,4.15,2015-04-03,-4.18,2015-04-03,-2.87,2015-04-03,5.08
2015-04-02,4.09,2015-04-02,-4.28,2015-04-02,-2.89,2015-04-02,5.15
2015-04-01,4.1,2015-04-01,-4.68,2015-04-01,-2.95,2015-04-01,5.2
2015-03-31,4.4,2015-03-31,-5.75,2015-03-31,-3.16,2015-03-31,4.61
2015-03-30,4.55,2015-03-30,-4.66,2015-03-30,-2.95,2015-03-30,4.68
2015-03-27,4.3,2015-03-27,-5.88,2015-03-27,-2.73,2015-03-27,5.3
2015-03-26,4.36,2015-03-26,-5.69,2015-03-26,-2.65,2015-03-26,5.3
2015-03-25,4.4,2015-03-25,-5.05,2015-03-25,-2.76,2015-03-25,5.1
2015-03-24,4.6,2015-03-24,-5.01,2015-03-24,-3.05,2015-03-24,5.24
2015-03-23,4.68,2015-03-23,-5.18,2015-03-23,-3.24,2015-03-23,5.31
2015-03-20,4.3,2015-03-20,-5.28,2015-03-20,-3.14,2015-03-20,5.49
2015-03-19,4.25,2015-03-19,-5.2,2015-03-19,-3.16,2015-03-19,5.45
2015-03-18,4.08,2015-03-18,-5.18,2015-03-18,-3.25,2015-03-18,5.3
2015-03-17,4.06,2015-03-17,-6.02,2015-03-17,-3.35,2015-03-17,5.95
2015-03-16,4.01,2015-03-16,-5.99,2015-03-16,-3.47,2015-03-16,5.98
2015-03-13,3.74,2015-03-13,-5.61,2015-03-13,-3.2,2015-03-13,5.8
2015-03-12,3.54,2015-03-12,-5.12,2015-03-12,-3.14,2015-03-12,5.7
2015-03-11,3.65,2015-03-11,-5.3,2015-03-11,-2.98,2015-03-11,6
2015-03-10,4.06,2015-03-10,-5.39,2015-03-10,-3.05,2015-03-10,6.3
2015-03-09,4.2,2015-03-09,-5.3,2015-03-09,-3.14,2015-03-09,6.15
2015-03-06,4.07,2015-03-06,-4.93,2015-03-06,-2.99,2015-03-06,6.23
2015-03-05,3.95,2015-03-05,-5.11,2015-03-05,-3.05,2015-03-05,6.45
2015-03-04,3.95,2015-03-04,-5.75,2015-03-04,-3.34,2015-03-04,6.63
2015-03-03,4.05,2015-03-03,-5.75,2015-03-03,-3.4,2015-03-03,5.9
2015-03-02,4.19,2015-03-02,-5.64,2015-03-02,-3.85,2015-03-02,5.75
2015-02-27,4.39,2015-02-27,-5.4,2015-02-27,-3.59,2015-02-27,5.6
2015-02-26,3.84,2015-02-26,-4.93,2015-02-26,-3.18,2015-02-26,6.45
2015-02-25,3.78,2015-02-25,-3.99,2015-02-25,-3.45,2015-02-25,5.7
2015-02-24,3.33,2015-02-24,-3.63,2015-02-24,-2.99,2015-02-24,5.3
2015-02-23,3.55,2015-02-23,-4.05,2015-02-23,-2.95,2015-02-23,4.45
2015-02-20,3.97,2015-02-20,-3.91,2015-02-20,-2.82,2015-02-20,4.36
2015-02-19,3.47,2015-02-19,-2.91,2015-02-19,-3.07,2015-02-19,4.9
2015-02-18,3.49,2015-02-18,-2.89,2015-02-18,-3.15,2015-02-18,5.14
2015-02-17,3.43,2015-02-17,-3.1,2015-02-17,-3.15,2015-02-17,5.28
2015-02-16,3.37,2015-02-16,-2.95,2015-02-16,-3.13,2015-02-16,5.15
2015-02-13,3.36,2015-02-13,-2.87,2015-02-13,-3.14,2015-02-13,5.15
2015-02-12,3.49,2015-02-12,-2.89,2015-02-12,-3.1,2015-02-12,5.39
2015-02-11,3.47,2015-02-11,-3.09,2015-02-11,-2.96,2015-02-11,5.2
2015-02-10,3.35,2015-02-10,-3.31,2015-02-10,-2.83,2015-02-10,5.15
2015-02-09,3.33,2015-02-09,-3.35,2015-02-09,-2.93,2015-02-09,5.45
2015-02-06,3.09,2015-02-06,-3.36,2015-02-06,-3.05,2015-02-06,5.68
2015-02-05,3.04,2015-02-05,-3.38,2015-02-05,-3.02,2015-02-05,5.7
2015-02-04,3.07,2015-02-04,-3.22,2015-02-04,-2.99,2015-02-04,5.61
2015-02-03,2.98,2015-02-03,-3.3,2015-02-03,-3,2015-02-03,5.65
2015-02-02,2.81,2015-02-02,-3.48,2015-02-02,-2.8,2015-02-02,5.45
2015-01-30,2.78,2015-01-30,-3.31,2015-01-30,-2.76,2015-01-30,5.32
2015-01-29,2.84,2015-01-29,-3.42,2015-01-29,-2.76,2015-01-29,5.32
2015-01-28,3.08,2015-01-28,-3.64,2015-01-28,-2.74,2015-01-28,5.84
2015-01-27,2.99,2015-01-27,-3.58,2015-01-27,-2.8,2015-01-27,6.1
2015-01-26,2.73,2015-01-26,-3.65,2015-01-26,-3.1,2015-01-26,6.32
2015-01-23,3.19,2015-01-23,-3.55,2015-01-23,-3.25,2015-01-23,6.14
2015-01-22,3.03,2015-01-22,-3.27,2015-01-22,-3.26,2015-01-22,6.05
2015-01-21,3.4,2015-01-21,-3.76,2015-01-21,-3.39,2015-01-21,6
2015-01-20,3.62,2015-01-20,-4.14,2015-01-20,-3.77,2015-01-20,9.27
2015-01-19,4.1,2015-01-19,-4.22,2015-01-19,-3.99,2015-01-19,8.78
2015-01-16,3.97,2015-01-16,-4.25,2015-01-16,-3.8,2015-01-16,8.76
2015-01-15,3.83,2015-01-15,-3.75,2015-01-15,-3.66,2015-01-15,8.96
2015-01-14,3.64,2015-01-14,-3.56,2015-01-14,-3.75,2015-01-14,9.24
2015-01-13,3.74,2015-01-13,-3.11,2015-01-13,-3.8,2015-01-13,9.51
2015-01-12,3.72,2015-01-12,-3.16,2015-01-12,-3.9,2015-01-12,8.3
2015-01-09,3.35,2015-01-09,-3.22,2015-01-09,-3.53,2015-01-09,8.05
2015-01-08,3.29,2015-01-08,-3.3,2015-01-08,-3.58,2015-01-08,7.99
2015-01-07,3.44,2015-01-07,-3.2,2015-01-07,-3.6,2015-01-07,8.29
2015-01-06,3.57,2015-01-06,-2.77,2015-01-06,-3.66,2015-01-06,8.62
2015-01-05,3.78,2015-01-05,-3.15,2015-01-05,-3.75,2015-01-05,7.97
2015-01-02,3.81,2015-01-02,-3,2015-01-02,-3.76,2015-01-02,7.75
2015-01-01,3.91,2015-01-01,-3.2,2015-01-01,-3.65,2015-01-01,7.68
2014-12-31,3.98,2014-12-31,-3.15,2014-12-31,-3.74,2014-12-31,7.63
2014-12-30,3.9,2014-12-30,-3.22,2014-12-30,-3.74,2014-12-30,7.4
2014-12-29,4.08,2014-12-29,-3,2014-12-29,-2.95,2014-12-29,7.53
2014-12-26,4.13,2014-12-26,-4.24,2014-12-26,-2.4,2014-12-26,7.3
2014-12-25,4.12,2014-12-25,-4.6,2014-12-25,-2.44,2014-12-25,7.32
2014-12-24,4.15,2014-12-24,-4.64,2014-12-24,-2.38,2014-12-24,7.35
2014-12-23,4.05,2014-12-23,-4.91,2014-12-23,-2.55,2014-12-23,7.7
2014-12-22,4.26,2014-12-22,-5.54,2014-12-22,-3.26,2014-12-22,7.37
2014-12-19,3.99,2014-12-19,-4.37,2014-12-19,-3.3,2014-12-19,7.68
2014-12-18,4.21,2014-12-18,-5.14,2014-12-18,-3.03,2014-12-18,8.35
2014-12-17,3.97,2014-12-17,-6.09,2014-12-17,-2.92,2014-12-17,8.73
2014-12-16,3.44,2014-12-16,-7.26,2014-12-16,-3.16,2014-12-16,9.05
2014-12-15,3.29,2014-12-15,-6.96,2014-12-15,-3.43,2014-12-15,8.31
2014-12-12,2.61,2014-12-12,-7.39,2014-12-12,-2.97,2014-12-12,8.28
2014-12-11,2.33,2014-12-11,-7.5,2014-12-11,-2.82,2014-12-11,8.23
2014-12-10,2.05,2014-12-10,-8.19,2014-12-10,-2.4,2014-12-10,8.1
2014-12-09,2.42,2014-12-09,-8.9,2014-12-09,-2.55,2014-12-09,8.15
2014-12-08,2.48,2014-12-08,-8.8,2014-12-08,-2.6,2014-12-08,7.75
2014-12-05,2.25,2014-12-05,-8.3,2014-12-05,-2.13,2014-12-05,7.84
2014-12-04,2.28,2014-12-04,-7.8,2014-12-04,-2.05,2014-12-04,7.9
2014-12-03,2.37,2014-12-03,-8.08,2014-12-03,-1.74,2014-12-03,8.23
2014-12-02,2.45,2014-12-02,-8.3,2014-12-02,-1.97,2014-12-02,8.48
2014-12-01,2.39,2014-12-01,-7.52,2014-12-01,-2.3,2014-12-01,8.08
2014-11-28,1.97,2014-11-28,-7.24,2014-11-28,-2.57,2014-11-28,8.33
2014-11-27,1.96,2014-11-27,-6.93,2014-11-27,-2.9,2014-11-27,8.55
2014-11-26,2.78,2014-11-26,-2.35,2014-11-26,-4.06,2014-11-26,8.55
2014-11-25,2.68,2014-11-25,-2.39,2014-11-25,-4,2014-11-25,8.64
2014-11-24,2.97,2014-11-24,-2.3,2014-11-24,-3.97,2014-11-24,9.13
2014-11-21,3.16,2014-11-21,-2.37,2014-11-21,-4.01,2014-11-21,8.06
2014-11-20,2.92,2014-11-20,-2.25,2014-11-20,-3.49,2014-11-20,8.15
2014-11-19,2.99,2014-11-19,-2.32,2014-11-19,-3.61,2014-11-19,8.33
2014-11-18,2.89,2014-11-18,-2.32,2014-11-18,-3.98,2014-11-18,7.65
2014-11-17,2.63,2014-11-17,-2.19,2014-11-17,-3.78,2014-11-17,7.9
2014-11-14,2.6,2014-11-14,-2.2,2014-11-14,-3.81,2014-11-14,7.93
2014-11-13,2.63,2014-11-13,-2.12,2014-11-13,-3.79,2014-11-13,7.93
2014-11-12,2.67,2014-11-12,-2.18,2014-11-12,-3.89,2014-11-12,8.32
2014-11-11,2.63,2014-11-11,-2.25,2014-11-11,-4.14,2014-11-11,8.07
2014-11-10,2.54,2014-11-10,-2.06,2014-11-10,-3.88,2014-11-10,8.11
2014-11-07,2.67,2014-11-07,-2.01,2014-11-07,-3.86,2014-11-07,8.19
2014-11-06,2.68,2014-11-06,-1.97,2014-11-06,-3.86,2014-11-06,8.65
2014-11-05,2.64,2014-11-05,-2.28,2014-11-05,-4.04,2014-11-05,8.9
2014-11-04,2.63,2014-11-04,-2.4,2014-11-04,-4.05,2014-11-04,8.25
2014-11-03,2.41,2014-11-03,-2.36,2014-11-03,-3.8,2014-11-03,8.31
2014-10-31,2.39,2014-10-31,-2.54,2014-10-31,-3.95,2014-10-31,8.28
2014-10-30,2.37,2014-10-30,-2.2,2014-10-30,-3.99,2014-10-30,8.14
2014-10-29,2.19,2014-10-29,-2.13,2014-10-29,-3.76,2014-10-29,8.11
2014-10-28,2.17,2014-10-28,-2.24,2014-10-28,-3.85,2014-10-28,8.35
2014-10-27,2.12,2014-10-27,-2.39,2014-10-27,-3.93,2014-10-27,8.73
2014-10-24,2.27,2014-10-24,-2.61,2014-10-24,-4.06,2014-10-24,9.2
2014-10-23,2.48,2014-10-23,-2.74,2014-10-23,-4.19,2014-10-23,9.11
2014-10-22,2.48,2014-10-22,-3,2014-10-22,-4.07,2014-10-22,9.15
2014-10-21,2.5,2014-10-21,-2.87,2014-10-21,-4.26,2014-10-21,8.91
2014-10-20,2.83,2014-10-20,-2.82,2014-10-20,-4.47,2014-10-20,9.1
2014-10-17,2.7,2014-10-17,-2.51,2014-10-17,-4.2,2014-10-17,9.85
2014-10-16,2.78,2014-10-16,-2.45,2014-10-16,-4.19,2014-10-16,9.86
2014-10-15,2.83,2014-10-15,-2.39,2014-10-15,-4.18,2014-10-15,9.77
2014-10-14,2.9,2014-10-14,-2.22,2014-10-14,-4.3,2014-10-14,9.76
2014-10-13,2.94,2014-10-13,-2.42,2014-10-13,-4.49,2014-10-13,9.06
2014-10-10,2.77,2014-10-10,-2.43,2014-10-10,-4.27,2014-10-10,9.06
2014-10-09,2.65,2014-10-09,-2.33,2014-10-09,-4.22,2014-10-09,9.18
2014-10-08,2.57,2014-10-08,-2.46,2014-10-08,-4.14,2014-10-08,9.1
2014-10-07,2.65,2014-10-07,-2.74,2014-10-07,-4.24,2014-10-07,9.35
2014-10-06,2.82,2014-10-06,-2.65,2014-10-06,-4.48,2014-10-06,8.62
2014-10-03,2.57,2014-10-03,-2.39,2014-10-03,-4.16,2014-10-03,8.5
2014-10-02,2.56,2014-10-02,-2.4,2014-10-02,-4.22,2014-10-02,8.52
2014-10-01,2.56,2014-10-01,-2.41,2014-10-01,-4.26,2014-10-01,8.69
2014-09-30,2.58,2014-09-30,-2.44,2014-09-30,-4.4,2014-09-30,8.7
2014-09-29,2.81,2014-09-29,-2.42,2014-09-29,-4.49,2014-09-29,8.18
2014-09-26,2.23,2014-09-26,-3.55,2014-09-26,-4.1,2014-09-26,7.9
2014-09-25,2.14,2014-09-25,-3.42,2014-09-25,-3.99,2014-09-25,8.41
2014-09-24,2.42,2014-09-24,-3.44,2014-09-24,-4.15,2014-09-24,8.59
2014-09-23,2.43,2014-09-23,-4.37,2014-09-23,-4.43,2014-09-23,7.98
2014-09-22,2.62,2014-09-22,-4.15,2014-09-22,-4.17,2014-09-22,7.95
2014-09-19,2.66,2014-09-19,-4.95,2014-09-19,-4.15,2014-09-19,7.9
2014-09-18,2.63,2014-09-18,-4.15,2014-09-18,-4.23,2014-09-18,8.06
2014-09-17,3.05,2014-09-17,-3.87,2014-09-17,-4.43,2014-09-17,8.56
2014-09-16,3.25,2014-09-16,-3.47,2014-09-16,-4.39,2014-09-16,8.31
2014-09-15,2.97,2014-09-15,-3.11,2014-09-15,-4.03,2014-09-15,8.2
2014-09-12,2.89,2014-09-12,-3.1,2014-09-12,-4.02,2014-09-12,8.06
2014-09-11,3.03,2014-09-11,-3.8,2014-09-11,-4.01,2014-09-11,8.44
2014-09-10,3.13,2014-09-10,-5.27,2014-09-10,-4.22,2014-09-10,8.65
2014-09-09,3.18,2014-09-09,-4.5,2014-09-09,-4.41,2014-09-09,7.9
2014-09-08,3.2,2014-09-08,-3.33,2014-09-08,-3.82,2014-09-08,7.9
2014-09-05,3.15,2014-09-05,-2.75,2014-09-05,-3.84,2014-09-05,7.84
2014-09-04,3.24,2014-09-04,-2.66,2014-09-04,-3.8,2014-09-04,7.95
2014-09-03,2.44,2014-09-03,-2.58,2014-09-03,-3.92,2014-09-03,8.06
2014-09-02,2.45,2014-09-02,-2.51,2014-09-02,-4.05,2014-09-02,7.5
2014-09-01,2.3,2014-09-01,-2.43,2014-09-01,-3.88,2014-09-01,7.45
2014-08-29,2.19,2014-08-29,-2.41,2014-08-29,-3.84,2014-08-29,7.47
2014-08-28,2.14,2014-08-28,-2.39,2014-08-28,-3.83,2014-08-28,8
2014-08-27,2.24,2014-08-27,-1.93,2014-08-27,-4,2014-08-27,8.08
2014-08-26,2.14,2014-08-26,-2.03,2014-08-26,-4.06,2014-08-26,8.35
2014-08-25,2.1,2014-08-25,-2.2,2014-08-25,-4.26,2014-08-25,7.91
2014-08-22,1.98,2014-08-22,-2.1,2014-08-22,-4.26,2014-08-22,7.9
2014-08-21,1.99,2014-08-21,-2.2,2014-08-21,-4.05,2014-08-21,7.95
2014-08-20,2.14,2014-08-20,-2.17,2014-08-20,-4.19,2014-08-20,8.18
2014-08-19,2.17,2014-08-19,-2.2,2014-08-19,-4.31,2014-08-19,8.35
2014-08-18,2.23,2014-08-18,-2.16,2014-08-18,-4.56,2014-08-18,7.8
2014-08-15,1.88,2014-08-15,-2.03,2014-08-15,-4.28,2014-08-15,7.8
2014-08-14,1.86,2014-08-14,-2.02,2014-08-14,-4.25,2014-08-14,7.8
2014-08-13,1.68,2014-08-13,-2.04,2014-08-13,-4.23,2014-08-13,8
2014-08-12,1.84,2014-08-12,-2.04,2014-08-12,-4.41,2014-08-12,8.26
2014-08-11,1.76,2014-08-11,-2.05,2014-08-11,-4.45,2014-08-11,7.88
2014-08-08,1.55,2014-08-08,-1.95,2014-08-08,-4.15,2014-08-08,7.93
2014-08-07,1.49,2014-08-07,-1.85,2014-08-07,-4.15,2014-08-07,7.88
2014-08-06,1.6,2014-08-06,-1.85,2014-08-06,-4.15,2014-08-06,7.99
2014-08-05,1.61,2014-08-05,-1.9,2014-08-05,-4.26,2014-08-05,8.24
2014-08-04,1.43,2014-08-04,-2.1,2014-08-04,-4.43,2014-08-04,7.78
2014-08-01,1.37,2014-08-01,-1.95,2014-08-01,-4.1,2014-08-01,7.76
2014-07-31,1.28,2014-07-31,-1.81,2014-07-31,-4.18,2014-07-31,8.12
2014-07-30,1.33,2014-07-30,-1.73,2014-07-30,-4.37,2014-07-30,7.4
2014-07-29,1.39,2014-07-29,-1.72,2014-07-29,-3.95,2014-07-29,7.7
2014-07-28,1.26,2014-07-28,-1.9,2014-07-28,-4.03,2014-07-28,8.01
2014-07-25,1.38,2014-07-25,-1.98,2014-07-25,-4.13,2014-07-25,8.06
2014-07-24,1.1,2014-07-24,-1.98,2014-07-24,-4.21,2014-07-24,7.99
2014-07-23,1.12,2014-07-23,-2,2014-07-23,-4.32,2014-07-23,8.14
2014-07-22,1.33,2014-07-22,-2.1,2014-07-22,-4.44,2014-07-22,8.35
2014-07-21,1.66,2014-07-21,-2.24,2014-07-21,-4.52,2014-07-21,7.86
2014-07-18,1.59,2014-07-18,-2.24,2014-07-18,-4.1,2014-07-18,7.9
2014-07-17,1.76,2014-07-17,-2.08,2014-07-17,-4.06,2014-07-17,7.9
2014-07-16,1.72,2014-07-16,-1.98,2014-07-16,-4.04,2014-07-16,8.2
2014-07-15,1.74,2014-07-15,-2.04,2014-07-15,-4.22,2014-07-15,8.45
2014-07-14,1.74,2014-07-14,-2.06,2014-07-14,-4.36,2014-07-14,8
2014-07-11,1.72,2014-07-11,-1.95,2014-07-11,-4.13,2014-07-11,8.1
2014-07-10,1.73,2014-07-10,-2,2014-07-10,-4.12,2014-07-10,8
2014-07-09,1.73,2014-07-09,-1.9,2014-07-09,-4.11,2014-07-09,8.15
2014-07-08,1.73,2014-07-08,-1.91,2014-07-08,-4.22,2014-07-08,8.4
2014-07-07,1.79,2014-07-07,-1.97,2014-07-07,-4.35,2014-07-07,7.96
