Date,USDJPY,EURUSD,GBPUSD,USDCNH,EURJPY,AUDUSD,EURGBP,EURCHF,USDCAD,AUDCAD,CADJPY,EURCAD,CADCHF,GBPJPY,AUDJPY,CHFJPY,AUDCHF,EURAUD,GBPAUD
,,,,,,,,,,,,,,,,,,,
12/20/2013,-0.46,-0.5075,-0.205,0.2925,-0.57,-1.135,-0.465,0.525,0.5725,-0.6575,-0.81,-0.045,0.44,-0.49,-1.37,-0.295,-1.0775,0.7775,0.78
12/19/2013,-0.405,-0.455,-0.19,0.2975,-0.615,-1.22,-0.46,0.4975,0.5925,-0.6575,-0.71,-0.0475,0.46,-0.525,-1.435,-0.335,-1.1025,0.8075,0.84
12/18/2013,-0.4225,-0.425,-0.15,0.2775,-0.67,-1.29,-0.475,0.48,0.6575,-0.665,-0.74,-0.045,0.51,-0.575,-1.3825,-0.385,-1.195,0.83,0.9075
12/17/2013,-0.395,-0.4625,-0.165,0.2275,-0.64,-1.365,-0.5025,0.515,0.6725,-0.66,-0.75,-0.0475,0.4,-0.5625,-1.42,-0.375,-1.145,0.79,0.8525
12/16/2013,-0.39,-0.4875,-0.16,0.2275,-0.71,-1.52,-0.5075,0.49,0.7125,-0.665,-0.74,-0.0325,0.41,-0.6125,-1.38,-0.42,-1.2225,0.8975,0.9525
,,,,,,,,,,,,,,,,,,,
12/13/2013,-0.3125,-0.4525,-0.175,0.2275,-0.75,-1.7,-0.5575,0.555,0.7275,-0.655,-0.74,-0.045,0.54,-0.6525,-1.385,-0.45,-1.215,0.92,0.9775
12/12/2013,-0.5,-0.4825,-0.18,0.1875,-0.72,-1.745,-0.5,0.51,0.765,-0.6025,-0.78,-0.05,0.45,-0.625,-1.37,-0.405,-1.2675,0.9775,1.065
12/11/2013,-0.46,-0.4175,-0.0875,0.1775,-0.71,-1.335,-0.48,0.505,0.7075,-0.6025,-0.81,-0.0375,0.45,-0.5975,-1.395,-0.4125,-0.9725,0.7525,0.78
12/10/2013,-0.44,-0.4875,-0.1,0.1825,-0.705,-1.345,-0.5,0.575,0.7375,-0.6025,-0.82,-0.05,0.42,-0.62,-1.365,-0.4225,-0.95,0.7525,0.78
12/09/2013,-0.4475,-0.5525,-0.075,0.2225,-0.71,-1.41,-0.48,0.695,0.79,-0.6025,-0.89,-0.0425,0.42,-0.6275,-1.385,-0.425,-1.06,0.76,0.82
,,,,,,,,,,,,,,,,,,,
12/06/2013,-0.43,-0.5475,-0.085,0.2525,-0.65,-1.5225,-0.48,0.695,0.8275,-0.6025,-0.93,-0.0525,0.49,-0.585,-1.3925,-0.4075,-1.06,0.8725,0.8575
12/05/2013,-0.455,-0.5775,-0.085,0.2525,-0.66,-1.575,-0.495,0.7075,0.985,-0.6025,-0.9,-0.04,0.5,-0.6,-1.435,-0.4075,-1.115,0.9225,0.9175
12/04/2013,-0.355,-0.5675,-0.0625,0.2625,-0.645,-1.75,-0.605,0.84,1.0225,-0.6025,-0.82,-0.04,0.47,-0.57,-1.4,-0.375,-1.2175,0.95,0.9575
12/03/2013,-0.3325,-0.5825,-0.08,0.2675,-0.57,-1.59,-0.605,0.845,1.0575,-0.59,-0.73,-0.0275,0.44,-0.465,-1.26,-0.24,-1.085,0.83,0.875
12/02/2013,-0.2675,-0.5775,-0.09,0.2775,-0.515,-1.55,-0.585,0.845,1.0925,-0.59,-0.72,-0.035,0.43,-0.42,-1.13,-0.205,-1.1075,0.8575,0.8725
,,,,,,,,,,,,,,,,,,,
11/29/2013,-0.1825,-0.5725,-0.09,0.2725,-0.52,-1.585,-0.47,0.86,1.0625,-0.5875,-0.69,-0.0475,0.52,-0.4175,-1.105,-0.21,-1.1,0.855,0.885
11/28/2013,-0.1475,-0.5675,-0.105,0.2725,-0.515,-1.6,-0.475,0.9025,1.0475,-0.585,-0.71,-0.0475,0.53,-0.415,-1.075,-0.225,-1.065,0.83,0.85
11/27/2013,-0.165,-0.5675,-0.11,0.2775,-0.485,-1.695,-0.44,0.835,1.0425,-0.5875,-0.68,-0.075,0.54,-0.37,-1.07,-0.18,-1.0925,0.8425,0.8625
11/26/2013,-0.095,-0.5725,-0.1775,0.2825,-0.45,-1.63,-0.405,0.8375,1.0675,-0.5875,-0.66,-0.0825,0.54,-0.34,-1.025,-0.145,-1.0925,0.8175,0.87
11/25/2013,0.2325,-0.5925,-0.1725,0.24,-0.405,-1.735,-0.42,0.8975,1.0825,-0.5875,-0.5,-0.065,0.41,-0.285,-0.8575,-0.07,-1.1375,0.895,0.9525
,,,,,,,,,,,,,,,,,,,
11/22/2013,0.3075,-0.5325,-0.1625,0.055,-0.3275,-1.64,-0.4075,0.825,1.005,-0.5875,-0.51,-0.055,0.59,-0.25,-0.875,-0.06,-0.955,0.6975,0.8275
11/21/2013,0.3725,-0.515,-0.185,0.025,-0.41,-1.33,-0.415,0.86,0.965,-0.535,-0.49,-0.1225,0.63,-0.29,-0.865,-0.09,-0.8475,0.695,0.72
11/20/2013,0.235,-0.44,-0.1775,0.025,-0.425,-1.065,-0.38,0.7775,0.815,-0.56,-0.56,-0.125,0.62,-0.2725,-0.815,-0.0775,-0.785,0.56,0.5775
11/19/2013,0.295,-0.3325,-0.19,0.0925,-0.41,-1.04,-0.3875,0.83,0.835,-0.5625,-0.53,-0.1225,0.7,-0.3025,-0.835,-0.1125,-0.8075,0.51,0.4875
11/18/2013,0.2875,-0.335,-0.215,0.14,-0.42,-1.04,-0.37,0.835,0.7175,-0.56,-0.52,-0.155,0.69,-0.29,-0.84,-0.115,-0.8225,0.525,0.5025
,,,,,,,,,,,,,,,,,,,
11/15/2013,0.375,-0.38,-0.1775,0.1375,-0.4175,-1.1425,-0.3625,0.86,0.7375,-0.5775,-0.5,-0.1075,0.7,-0.28,-0.93,-0.11,-0.805,0.4875,0.4375
11/14/2013,0.375,-0.4,-0.24,0.1375,-0.4175,-1.24,-0.365,0.9,0.865,-0.575,-0.47,-0.1525,0.72,-0.2725,-0.99,-0.1,-0.81,0.5175,0.545
11/13/2013,0.33,-0.4175,-0.2725,0.1425,-0.4225,-1.375,-0.375,0.91,0.835,-0.5725,-0.49,-0.15,0.73,-0.3225,-0.995,-0.0975,-0.8725,0.5875,0.635
11/12/2013,0.355,-0.4325,-0.265,0.1225,-0.4125,-1.49,-0.37,0.925,0.91,-0.5875,-0.52,-0.1475,0.74,-0.305,-1.01,-0.1125,-0.8375,0.59,0.63
11/11/2013,0.2175,-0.445,-0.225,0.1225,-0.645,-1.41,-0.36,0.9025,0.875,-0.59,-0.59,-0.15,0.75,-0.525,-1.05,-0.34,-0.8325,0.575,0.5475
,,,,,,,,,,,,,,,,,,,
11/08/2013,0.1875,-0.5175,-0.2275,0.1225,-0.6875,-1.355,-0.365,0.9425,0.905,-0.5875,-0.62,-0.1425,0.73,-0.5425,-1.07,-0.3175,-0.8375,0.6025,0.615
11/07/2013,0.2325,-0.56,-0.2275,0.1725,-0.6575,-1.23,-0.365,0.8325,0.8875,-0.5325,-0.61,-0.155,0.73,-0.4725,-1.14,-0.2975,-0.7875,0.53,0.5225
11/06/2013,0.2875,-0.5875,-0.2625,0.1675,-0.6375,-1.17,-0.375,0.8525,0.835,-0.5325,-0.66,-0.1175,0.64,-0.49,-1.14,-0.3075,-0.81,0.5075,0.5375
11/05/2013,0.1775,-0.6425,-0.29,0.195,-0.645,-1.195,-0.345,0.87,0.83,-0.5325,-0.71,-0.115,0.68,-0.5075,-1.145,-0.245,-0.895,0.605,0.59
11/04/2013,0.09,-0.63,-0.3825,0.165,-0.72,-1.16,-0.295,0.9075,0.825,-0.5625,-0.7,-0.0425,0.47,-0.5925,-1.16,-0.39,-0.9125,0.57,0.6025
,,,,,,,,,,,,,,,,,,,
11/01/2013,0.06,-0.65,-0.355,0.2,-0.685,-1.185,-0.265,0.905,0.795,-0.5625,-0.68,-0.08,0.53,-0.6275,-1.22,-0.45,-0.95,0.5675,0.62
10/31/2013,-0.01,-0.5725,-0.2475,0.18,-0.43,-1.095,-0.2275,0.9,0.82,-0.5625,-0.78,0.0475,0.5,-0.3775,-1.215,-0.1275,-1.0175,0.675,0.7025
10/30/2013,-0.1025,-0.265,-0.1425,0.1775,-0.5175,-1.1325,-0.14,0.925,0.8225,-0.5625,-0.82,0.2825,0.17,-0.395,-1.22,-0.13,-1.135,0.7675,0.77
10/29/2013,-0.165,-0.125,-0.02,0.15,-0.4975,-1.0825,-0.155,0.935,0.8475,-0.5625,-0.8,0.32,0.33,-0.39,-1.235,-0.1275,-1.065,0.7475,0.795
10/28/2013,-0.3075,0.02,0.02,0.0675,-0.5425,-0.9525,-0.1475,0.99,0.845,-0.56,-0.87,0.295,0.29,-0.4525,-1.195,-0.2375,-1.0075,0.6625,0.72
,,,,,,,,,,,,,,,,,,,
10/25/2013,-0.41,0.035,0.0175,0.115,-0.7,-0.8875,-0.1675,0.955,0.83,-0.56,-0.94,0.265,0.46,-0.56,-1.145,-0.375,-0.93,0.605,0.6425
10/24/2013,-0.29,0.0575,-0.0125,0.2125,-0.69,-0.8225,-0.1775,0.97,0.77,-0.5625,-0.83,0.2425,0.48,-0.57,-0.94,-0.3375,-0.9175,0.5775,0.6375
10/23/2013,-0.375,0.0325,-0.0325,0.225,-0.6325,-0.8075,-0.1625,0.9775,0.72,-0.5875,-0.89,0.02,0.51,-0.605,-0.955,-0.2425,-0.92,0.5575,0.6375
10/22/2013,-0.2125,-0.0175,-0.0775,0.2775,-0.365,-0.55,-0.2125,0.97,0.6175,-0.6175,-0.75,0.0125,0.47,-0.295,-0.77,-0.08,-0.84,0.4925,0.5375
10/21/2013,-0.27,-0.13,-0.135,0.22,-0.3525,-0.5275,-0.195,0.945,0.685,-0.6175,-0.88,0.0225,0.58,-0.275,-0.96,-0.0575,-0.8675,0.5025,0.58
,,,,,,,,,,,,,,,,,,,
10/18/2013,-0.2975,-0.085,-0.1075,0.1825,-0.3775,-0.5925,-0.195,1.035,0.7,-0.59,-0.9,0.02,0.56,-0.305,-0.965,-0.0975,-0.885,0.59,0.5575
10/17/2013,-0.2925,-0.1675,-0.17,0.22,-0.4825,-0.73,-0.19,1.035,0.74,-0.7125,-0.91,0.01,0.56,-0.405,-1.01,-0.2175,-0.965,0.655,0.74
10/16/2013,-0.28,-0.2825,-0.2275,0.21,-0.555,-0.875,-0.165,1.0325,0.8325,-0.7125,-0.94,0.02,0.59,-0.51,-1.135,-0.3525,-1.125,0.7825,0.865
10/15/2013,-0.3075,-0.2625,-0.3225,0.35,-0.65,-1.01,-0.14,1.03,0.8525,-0.7125,-0.96,0.0025,0.56,-0.53,-1.3525,-0.3975,-1.125,0.7825,0.8375
10/14/2013,-0.3775,-0.265,-0.2975,0.38,-0.6925,-1.0525,-0.1425,1.03,0.9175,-0.7525,-0.91,0.06,0.56,-0.605,-1.41,-0.435,-1.12,0.7825,0.9075
,,,,,,,,,,,,,,,,,,,
10/11/2013,-0.4525,-0.31,-0.33,0.375,-0.705,-1.175,-0.12,1.03,0.95,-0.7525,-0.98,0.0525,0.52,-0.595,-1.525,-0.4825,-1.1575,0.785,0.94
10/10/2013,-0.5475,-0.3975,-0.3275,0.3725,-0.755,-1.275,-0.1325,1.06,1.0025,-0.7525,-1.02,0.0425,0.53,-0.77,-1.86,-0.5625,-1.195,0.8575,0.99
10/09/2013,-0.595,-0.4575,-0.3775,0.365,-0.8325,-1.275,-0.1875,1.05,0.975,-0.7525,-1.04,0.0375,0.54,-0.82,-1.885,-0.5775,-1.19,0.8675,0.98
10/08/2013,-0.62,-0.37,-0.3825,0.36,-0.8625,-1.295,-0.2,1.115,0.8,-0.755,-0.99,0.0225,0.51,-0.795,-1.89,-0.6275,-1.2075,0.925,0.9975
10/07/2013,-0.64,-0.4575,-0.39,0.355,-0.8325,-1.39,-0.225,1.1225,0.815,-0.7525,-1.04,0.035,0.58,-0.775,-1.845,-0.5925,-1.19,0.9075,0.97
,,,,,,,,,,,,,,,,,,,
10/04/2013,-0.525,-0.44,-0.44,0.3625,-0.8475,-1.4,-0.245,1.11,0.7875,-0.7525,-1,0.02,0.39,-0.81,-1.885,-0.5525,-1.1875,0.88,0.965
10/03/2013,-0.455,-0.51,-0.42,0.38,-0.845,-1.485,-0.28,1.1125,0.8125,-0.765,-0.93,-0.0025,0.54,-0.7975,-1.915,-0.5775,-1.21,0.8925,0.9875
10/02/2013,-0.6,-0.7425,-0.4575,0.45,-0.965,-1.595,-0.31,1.1075,0.8775,-0.7575,-1.11,0.0025,0.4,-0.8025,-1.9775,-0.685,-1.255,0.9225,1
10/01/2013,-0.44,-0.6525,-0.52,0.4525,-0.93,-1.61,-0.305,1.1125,0.8625,-0.7525,-1.01,0.0125,0.53,-0.77,-1.9075,-0.6725,-1.1975,0.8925,0.97
09/30/2013,-0.54,-0.82,-0.5275,0.4425,-0.9425,-1.72,-0.305,1.145,0.925,-0.77,-0.94,0.01,0.55,-0.805,-1.85,-0.6675,-1.205,0.91,0.9675
,,,,,,,,,,,,,,,,,,,
09/27/2013,-0.2625,-0.755,-0.535,0.44,-0.6725,-1.665,-0.27,1.205,0.87,-0.7675,-0.78,0.005,0.41,-0.5725,-1.52,-0.3775,-1.1875,0.9275,0.97
09/26/2013,-0.295,-0.785,-0.5425,0.44,-0.6975,-1.67,-0.265,1.215,0.83,-0.7675,-0.8,0.01,0.58,-0.48,-1.525,-0.3425,-0.995,0.9,0.935
09/25/2013,-0.28,-0.75,-0.5675,0.3825,-0.655,-1.675,-0.2275,1.225,0.7875,-0.7675,-0.89,0.0025,0.6,-0.4125,-1.55,-0.3825,-1.0425,0.9475,0.885
09/24/2013,-0.26,-0.7875,-0.535,0.3975,-0.535,-1.615,-0.235,1.2925,0.76,-0.7525,-0.83,0.005,0.62,-0.245,-1.5075,-0.2475,-1.04,0.9075,0.8375
09/23/2013,-0.245,-0.79,-0.48,0.4,-0.425,-1.6,-0.2525,1.275,0.79,-0.78,-0.88,0.0025,0.6,-0.2525,-1.52,-0.1775,-1.04,0.9325,0.83
,,,,,,,,,,,,,,,,,,,
09/20/2013,-0.1325,-0.7325,-0.47,0.3975,-0.4225,-1.59,-0.2775,1.3225,0.7575,-0.7675,-0.83,-0.0125,0.6,-0.2425,-1.4275,-0.1925,-1.04,0.9075,0.9025
09/19/2013,-0.3375,-0.6375,-0.45,0.4275,-0.61,-1.425,-0.335,1.36,0.665,-0.7675,-1.01,0.075,0.44,-0.535,-1.6775,-0.4875,-1.0275,0.93,0.86
09/18/2013,-0.71,-0.865,-0.5825,0.3925,-1.1,-1.675,-0.38,1.4475,0.6875,-0.795,-1.28,0.0125,0.54,-0.935,-2.17,-0.8475,-1.065,0.92,0.895
09/17/2013,-0.805,-0.9175,-0.585,0.41,-1.07,-1.885,-0.3875,1.4375,0.845,-0.795,-1.29,-0.02,0.54,-0.885,-2.21,-0.7475,-1.035,0.9375,0.9125
09/16/2013,-0.86,-0.9025,-0.6175,0.395,-1.125,-1.77,-0.3825,1.37,0.84,-0.795,-1.3,0.02,0.53,-0.9775,-2.24,-0.8425,-1.015,0.9,0.8175
,,,,,,,,,,,,,,,,,,,
09/13/2013,-0.7825,-0.95,-0.62,0.365,-1.1375,-1.83,-0.385,1.3975,0.78,-0.7975,-1.25,0.045,0.32,-1.0125,-2.3125,-0.86,-1.05,0.8675,0.7825
09/12/2013,-0.7775,-0.9425,-0.65,0.27,-1.04,-1.84,-0.3475,1.425,0.7875,-0.795,-1.27,0.0425,0.44,-0.85,-2.265,-0.76,-1.0275,0.8925,0.81
09/11/2013,-0.6975,-0.875,-0.6575,0.275,-0.985,-1.6725,-0.3525,1.4275,0.78,-0.825,-1.23,-0.005,0.51,-0.79,-2.11,-0.71,-1.055,0.8775,0.8175
09/10/2013,-0.6875,-0.9175,-0.665,0.275,-1.0525,-1.61,-0.3375,1.48,0.805,-1.02,-1.21,0.0225,0.54,-0.8875,-2.1925,-0.7825,-1.0325,0.8775,0.82
09/09/2013,-0.665,-0.9225,-0.655,0.275,-1.095,-1.63,-0.3775,1.505,0.805,-0.9225,-1.24,0.025,0.5,-0.8825,-2.35,-0.785,-1.105,0.9375,0.8625
,,,,,,,,,,,,,,,,,,,
09/06/2013,-0.7325,-1.065,-0.715,0.28,-1.0625,-1.675,-0.3625,1.5,0.7825,-0.975,-1.34,-0.0625,0.53,-0.865,-2.3575,-0.7975,-1.1175,0.925,0.88
09/05/2013,-0.4,-1.115,-0.75,0.2675,-1.055,-1.635,-0.3775,1.51,0.9075,-0.94,-1.18,0.0525,0.53,-0.935,-2.3275,-0.83,-1.18,0.97,0.8975
09/04/2013,-0.3075,-1.1375,-0.785,0.2575,-1.09,-1.56,-0.3725,1.4975,0.935,-0.94,-1.13,0.005,0.52,-0.9575,-2.515,-0.8475,-1.1725,0.965,0.905
09/03/2013,-0.285,-1.3,-0.99,0.255,-1.095,-1.785,-0.3675,1.5025,1.02,-1.1275,-1.26,0.0025,0.52,-1.16,-2.73,-0.855,-1.17,0.955,0.905
09/02/2013,-0.275,-1.3,-1,0.255,-1.2075,-1.9,-0.2425,1.5275,1.0675,-1.125,-1.29,0.0175,0.57,-1.145,-2.8925,-0.94,-1.15,0.97,0.92
,,,,,,,,,,,,,,,,,,,
08/30/2013,-0.3825,-1.28,-0.98,0.2575,-1.2375,-1.975,-0.0925,1.51,1.0325,-1.13,-1.25,0.055,0.44,-1.205,-2.8925,-1.055,-1.1825,0.9475,0.9
08/29/2013,-0.4175,-1.2,-0.995,0.255,-1.4625,-2.005,-0.07,1.525,1.05,-1.0475,-1.21,0.0125,0.55,-1.295,-2.885,-1.15,-1.1225,0.9725,0.89
08/28/2013,-0.605,-1.145,-0.9925,0.255,-1.505,-2.085,-0.0225,1.5225,1.05,-0.9375,-1.29,0.005,0.51,-1.285,-2.89,-1.225,-1.1225,0.9675,0.89
08/27/2013,-0.7,-1.085,-0.995,0.2575,-1.35,-2.02,-0.02,1.5225,1.08,-0.9225,-1.31,0.0075,0.53,-1.2425,-2.695,-1.065,-1.0675,0.9275,0.875
08/26/2013,-0.3,-1.0875,-0.98,0.2625,-1.035,-1.97,-0.025,1.5225,1.095,-0.9025,-1.02,0.0075,0.52,-0.855,-2.4525,-0.7875,-1.0675,0.9175,0.8675
,,,,,,,,,,,,,,,,,,,
08/23/2013,-0.3075,-1.085,-0.975,0.29,-1.0225,-1.9675,-0.0225,1.5,1.15,-1.0025,-1.05,-0.05,0.36,-0.8925,-2.3725,-0.7225,-1.0375,0.955,0.8475
08/22/2013,-0.3975,-1.105,-0.985,0.295,-0.9675,-1.9525,-0.0275,1.5125,1.165,-0.9225,-1.03,0.0025,0.52,-0.8675,-2.5025,-0.6225,-1.04,0.9375,0.8675
08/21/2013,-0.5475,-1.0575,-0.9125,0.2825,-0.94,-1.875,0.0525,1.5125,1.13,-0.92,-1.11,0.0275,0.42,-0.78,-2.2975,-0.62,-1.0425,0.935,0.805
08/20/2013,-0.56,-1.0125,-0.9025,0.26,-0.895,-1.8475,0.0575,1.5125,1.11,-0.9025,-1.1,-0.0175,0.48,-0.7575,-2.0325,-0.625,-0.9925,0.9075,0.825
08/19/2013,-0.345,-1.045,-0.8875,0.255,-0.7875,-1.62,0.06,1.5275,1.1075,-0.8925,-1.02,-0.035,0.51,-0.6725,-1.76,-0.495,-0.98,0.89,0.835
,,,,,,,,,,,,,,,,,,,
08/16/2013,-0.3375,-0.9775,-0.87,0.2475,-0.81,-1.58,0.0625,1.5175,1.1125,-0.89,-1.02,-0.0125,0.51,-0.66,-1.7825,-0.525,-1,0.9025,0.8625
08/15/2013,-0.1775,-1.01,-0.87,0.27,-0.82,-1.585,0.0775,1.51,1.03,-0.8925,-0.93,-0.0175,0.44,-0.695,-1.77,-0.55,-1.005,0.9025,0.8625
08/14/2013,-0.0575,-1.04,-0.865,0.28,-0.805,-1.575,0.185,1.45,1.0125,-0.8925,-0.85,-0.055,0.51,-0.675,-1.7775,-0.555,-1.0325,0.9275,0.875
08/13/2013,-0.1,-1,-0.845,0.2825,-0.8775,-1.565,0.24,1.2925,1.06,-0.8875,-1.03,-0.05,0.47,-0.775,-1.8425,-0.66,-1.045,0.945,0.8825
08/12/2013,-0.4725,-0.895,-0.795,0.2675,-1.145,-1.53,0.25,1.3,0.9975,-0.8825,-1.32,-0.0375,0.48,-1.0075,-2.2375,-0.925,-1.0975,0.995,0.9175
,,,,,,,,,,,,,,,,,,,
08/09/2013,-0.6275,-0.765,-0.825,0.295,-1.11,-1.585,0.2925,1.335,1.0025,-0.8825,-1.32,0.0175,0.45,-0.9725,-2.35,-0.895,-1.095,0.99,0.9125
08/08/2013,-0.7975,-0.76,-0.7425,0.295,-1.2375,-1.615,0.2425,1.305,0.98,-0.9275,-1.36,-0.0075,0.5,-1.0675,-2.6375,-0.95,-1.085,0.99,0.915
08/07/2013,-0.6825,-0.7625,-0.785,0.295,-1.185,-1.745,0.2825,1.2975,1,-0.96,-1.33,-0.0525,0.48,-1.025,-2.605,-0.9375,-1.0375,1.02,0.9225
08/06/2013,-0.505,-0.77,-0.865,0.2875,-1.2725,-1.8,0.305,1.3175,0.995,-0.965,-1.28,-0.0625,0.51,-1.1575,-2.6325,-1.055,-1.0475,1.02,0.945
08/05/2013,-0.545,-0.79,-0.845,0.285,-1.2575,-2.075,0.31,1.3325,1.02,-0.955,-1.35,-0.0625,0.49,-1.1425,-2.6475,-1.025,-1.0575,1.045,0.9425
,,,,,,,,,,,,,,,,,,,
08/02/2013,-0.5425,-0.78,-0.94,0.33,-1.2775,-2.05,0.355,1.355,0.9925,-1.01,-1.37,-0.025,0.52,-1.13,-2.675,-1.055,-0.95,1.06,0.9775
08/01/2013,-0.585,-0.9,-0.9625,0.3375,-1.285,-2.285,0.3775,1.3425,0.8825,-0.935,-1.24,-0.0125,0.56,-1.115,-2.85,-1.025,-1.005,0.995,0.955
07/31/2013,-0.865,-0.8425,-0.98,0.3525,-1.2875,-2.19,0.3775,1.35,0.8525,-0.815,-1.47,-0.045,0.48,-1.09,-2.81,-1.0325,-1.0425,0.9725,0.96
07/30/2013,-0.81,-0.825,-0.9775,0.3375,-1.235,-1.9175,0.3275,1.315,0.79,-0.755,-1.5,-0.05,0.44,-1.0375,-2.6675,-0.975,-0.975,0.995,0.915
07/29/2013,-1.0225,-0.76,-0.845,0.345,-1.235,-1.54,0.2975,1.3175,0.765,-0.765,-1.52,-0.03,0.49,-1.045,-2.305,-0.96,-0.9725,0.9175,0.925
,,,,,,,,,,,,,,,,,,,
07/26/2013,-0.9025,-0.74,-0.845,0.345,-1.2075,-1.515,0.31,1.47,0.7725,-0.765,-1.57,-0.0325,0.4,-1.015,-2.1325,-0.9475,-0.945,0.915,0.8975
07/25/2013,-0.7375,-0.7375,-0.855,0.345,-1.245,-1.56,0.295,1.435,0.715,-0.765,-1.47,-0.0775,0.5,-1.0175,-2.1275,-0.9475,-0.9425,0.92,0.9225
07/24/2013,-0.76,-0.63,-0.78,0.335,-1.295,-1.46,0.2825,1.43,0.73,-0.73,-1.52,-0.06,0.5,-1.0275,-2.14,-0.9975,-0.9175,0.91,0.9175
07/23/2013,-0.815,-0.5375,-0.74,0.34,-1.3725,-1.36,0.2875,1.48,0.74,-0.75,-1.52,-0.06,0.5,-1.195,-2.225,-1.095,-0.92,0.86,0.92
07/22/2013,-0.8375,-0.54,-0.64,0.3775,-1.455,-1.44,0.2825,1.495,0.77,-0.795,-1.62,-0.065,0.49,-1.1425,-2.2675,-1.0775,-0.9175,0.8625,0.93
,,,,,,,,,,,,,,,,,,,
07/19/2013,-0.9,-0.5525,-0.67,0.3625,-1.435,-1.5275,0.285,1.515,0.815,-0.8,-1.59,0.0325,0.49,-1.175,-2.4175,-1.12,-1.025,0.92,0.99
07/18/2013,-0.925,-0.5675,-0.665,0.3325,-1.64,-1.545,0.305,1.615,0.825,-0.835,-1.57,-0.005,0.46,-1.405,-2.5775,-1.2875,-0.985,0.93,0.9575
07/17/2013,-1.295,-0.585,-0.6975,0.3325,-1.825,-1.605,0.405,1.575,0.91,-0.7775,-1.71,0.06,0.49,-1.55,-2.775,-1.4625,-1.055,0.9925,1.005
07/16/2013,-1.42,-0.64,-0.71,0.3575,-1.8575,-1.72,0.3925,1.5275,0.9625,-0.8325,-1.7,0.055,0.47,-1.6975,-3.175,-1.585,-1.0625,0.97,0.9675
07/15/2013,-1.3575,-0.655,-0.76,0.37,-1.895,-1.845,0.3875,1.5925,1.0025,-0.8425,-1.92,0.05,0.5,-1.6875,-3.135,-1.7125,-1.0275,1.01,1.035
,,,,,,,,,,,,,,,,,,,
07/12/2013,-1.755,-0.65,-0.775,0.3775,-2.01,-1.895,0.3475,1.625,0.97,-0.895,-2.11,-0.0825,0.47,-1.795,-3.4575,-1.855,-0.9925,1.01,0.9625
07/11/2013,-1.765,-0.645,-0.755,0.34,-2.03,-1.92,0.3375,1.5875,1.0075,-0.785,-2.03,0.06,0.36,-1.805,-3.4625,-1.8,-0.9925,1.01,0.94
07/10/2013,-1.4525,-0.7125,-0.925,0.425,-2.02,-1.945,0.34,1.6075,1.0475,-0.825,-1.87,0.0575,0.46,-1.825,-3.415,-1.835,-0.99,0.9825,0.94
07/09/2013,-1.12,-0.81,-0.9425,0.4625,-2.0125,-2.12,0.305,1.63,1.21,-0.93,-1.8,0.05,0.42,-1.8525,-3.5825,-1.79,-0.945,1.065,1.095
07/08/2013,-0.9975,-0.92,-0.98,0.6525,-2.0575,-2.355,0.35,1.5925,1.25,-1.0175,-1.75,0.045,0.51,-1.88,-3.4925,-1.8825,-1.1025,1.12,1.14
,,,,,,,,,,,,,,,,,,,
07/05/2013,-0.9,-1.1325,-1.2425,0.6875,-2.065,-2.32,0.335,1.58,1.2975,-1.1075,-1.67,0.105,0.45,-1.855,-3.4925,-1.885,-1.0025,1.0775,1.0875
07/04/2013,-0.9,-1.2225,-1.185,0.7675,-2.05,-2.355,0.2275,1.5475,1.325,-1.095,-1.68,0.0925,0.51,-1.84,-3.515,-1.8475,-0.9475,1.195,1.175
07/03/2013,-0.82,-1.24,-1.17,0.9625,-1.9625,-2.3775,0.1875,1.5075,1.34,-1.085,-1.63,0.05,0.46,-1.77,-3.5125,-1.7825,-1.06,1.205,1.1775
07/02/2013,-0.5725,-1.135,-1.165,0.9775,-1.765,-2.3525,0.2625,1.51,1.37,-1.0125,-1.6,-0.0675,0.45,-1.58,-3.2175,-1.6175,-1.0675,1.1325,1.1775
07/01/2013,-0.79,-1.165,-1.19,1.065,-1.815,-2.465,0.2475,1.4675,1.33,-1.02,-1.73,0.0625,0.43,-1.64,-3.385,-1.6825,-1.07,1.1375,1.1775
,,,,,,,,,,,,,,,,,,,
06/28/2013,-0.7925,-1.21,-1.155,1.0225,-1.775,-2.405,0.23,1.4625,1.3575,-0.965,-1.72,-0.0675,0.47,-1.59,-3.3725,-1.6875,-1.0675,1.075,1.13
06/27/2013,-0.82,-1.22,-1.105,0.9975,-1.795,-2.36,0.23,1.485,1.4175,-0.985,-1.83,0.055,0.47,-1.68,-3.8025,-1.6825,-1.0225,1.0825,1.1275
06/26/2013,-0.72,-1.34,-1.1125,0.84,-1.89,-2.55,0.2225,1.4875,1.495,-1.08,-1.75,0.075,0.42,-1.7,-4.0775,-1.75,-1.04,1.24,1.0625
06/25/2013,-0.7,-1.31,-1.105,0.7775,-1.9725,-2.575,0.2725,1.49,1.5525,-1.055,-1.78,-0.07,0.63,-1.785,-4.185,-1.875,-1.34,1.29,1.215
06/24/2013,-0.445,-1.34,-1.145,0.73,-1.8,-2.835,0.285,1.4925,1.5425,-1.065,-1.75,0.035,0.43,-1.6325,-4.1775,-1.73,-1.085,1.2975,1.195
,,,,,,,,,,,,,,,,,,,
